id,condition,emotion_used,need_used,gold_emotion,gold_need,stressor_category,vignette_text,need_description,message_generic,message_emotion_only,message_need_only,sim_generic,sim_emotion_only,sim_need_only
v011,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,Some students openly use AI to write entire essays and still get full marks because nobody checks.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.012516705589896928,0.06834511689865955
v012,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,It is disturbing how research metrics are gamed just to climb university rankings.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's reasonable to feel uneasy about something like that.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.01275700401805933,0.07566953730489784
v013,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,"I was asked to inflate grades for a donor's child, and the request came with a wink.","A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's reasonable to feel uneasy about something like that.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.01275700401805933,0.06834511689865955
v014,oracle,disgust,autonomy,disgust,autonomy,lack_of_recognition,The way some senior staff take credit for their PhD students' work is appalling.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.012516705589896928,0.07566953730489784
v015,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,Seeing how easily ethical guidelines get bent whenever a big grant is at stake bothers me deeply.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.012516705589896928,0.06834511689865955
v016,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,Plagiarism cases get quietly dropped when the student's family has influence on campus.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's reasonable to feel uneasy about something like that.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.01275700401805933,0.06834511689865955
v017,oracle,fear,competence,fear,competence,administrative_pressure,I am terrified that my upcoming tenure review will focus only on numbers and ignore years of mentoring work.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"It is understandable to worry about being judged. What would count as 'good enough' for you this time, separate from how others might score it?",0.0,0.03339755235464433,0.04333529843776038
v018,oracle,fear,competence,fear,competence,administrative_pressure,"Every time I open a new batch of student evaluations, my hands shake before I even read them.","A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.03339755235464433,0.013417096186314249
v019,oracle,fear,competence,fear,competence,administrative_pressure,I worry I will be replaced by an AI tool that can grade and lecture faster than I ever could.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.03339755235464433,0.013417096186314249
v020,oracle,fear,competence,fear,competence,administrative_pressure,The thought of presenting unfinished research in front of senior faculty keeps me up at night.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.03339755235464433,0.013417096186314249
v021,oracle,fear,competence,fear,competence,administrative_pressure,I am anxious that one bad semester of reviews could end my contract renewal.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"It is understandable to worry about being judged. What would count as 'good enough' for you this time, separate from how others might score it?",0.0,0.03339755235464433,0.04333529843776038
v022,oracle,fear,competence,fear,competence,administrative_pressure,I dread the annual performance meeting because I never know which numbers they will judge me by this time.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.02382713169281662,0.013417096186314249
v023,oracle,fear,competence,fear,competence,research_teaching_conflict,Reviewer two's comments on my last submission were so harsh that I am scared to submit anywhere again.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.02382713169281662,0.013417096186314249
v024,oracle,fear,competence,fear,competence,administrative_pressure,I feel like I am one technical glitch away from looking incompetent in front of three hundred students.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.03339755235464433,0.013417096186314249
v025,oracle,sadness,relatedness,sadness,relatedness,isolation,Nobody on the faculty has asked how I am doing since I came back from sick leave.,"A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013770975211203282,0.0
v026,oracle,sadness,relatedness,sadness,relatedness,lack_of_recognition,I spent fifteen years building this course and it was cancelled without a single thank-you.,"A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely sad situation to be in.,"Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013904628650238341,0.045983394722176184
v027,oracle,sadness,relatedness,sadness,relatedness,isolation,I eat lunch alone in my office most days; everyone else seems too busy to talk.,"A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely sad situation to be in.,"Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013904628650238341,0.045983394722176184
v028,oracle,sadness,relatedness,sadness,relatedness,isolation,My mentor retired and I do not think anyone else here really knows what I am working on.,"A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013770975211203282,0.045983394722176184
v029,oracle,sadness,relatedness,sadness,relatedness,isolation,"I used to look forward to faculty meetings, now they feel like nobody actually listens to each other.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely sad situation to be in.,"It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013904628650238341,0.0
v030,oracle,sadness,relatedness,sadness,relatedness,lack_of_recognition,"After my student's thesis won an award, the department announcement did not even mention my name as the supervisor.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely sad situation to be in.,"It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013904628650238341,0.0
v031,oracle,sadness,relatedness,sadness,relatedness,isolation,"Working from home most of the semester, I sometimes go days without a real conversation with a colleague.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013770975211203282,0.0
v032,oracle,sadness,relatedness,sadness,relatedness,isolation,"I miss when this department felt like a community, not just a row of closed office doors.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013770975211203282,0.045983394722176184
v033,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,A former student wrote to tell me that my course changed the direction of her career.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.013674075402642604,0.1371114961497411
v034,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,"Our research group's paper just got accepted, and the whole team is genuinely proud.","A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.12581331363355444,0.1371114961497411
v035,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,I tried a new project-based format this semester and the students were so engaged it gave me energy for weeks.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,"That is genuinely worth celebrating, well done. What made this moment work so well, so you can look for it again?",0.0715413825323879,0.12581331363355444,0.022406606490820713
v036,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,My colleagues organized a small celebration when I finally finished my habilitation.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.12581331363355444,0.1371114961497411
v037,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,Mentoring my first PhD student through their defense today felt like one of the best days of my career.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.013674075402642604,0.1371114961497411
v038,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,"The new lab equipment finally arrived, and I cannot wait to redesign the practical classes around it.","A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's great that this felt like a positive experience for you.,"That is genuinely worth celebrating, well done. What made this moment work so well, so you can look for it again?",0.0715413825323879,0.12581331363355444,0.022406606490820713
v039,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,I got genuinely excited reading the creative final projects my students submitted this term.,"A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,"That is genuinely worth celebrating, well done. What made this moment work so well, so you can look for it again?",0.0715413825323879,0.013674075402642604,0.022406606490820713
v040,oracle,joy,reinforcement,joy,reinforcement,positive_engagement,"After years of trying, our interdisciplinary course proposal was finally approved, and three departments want to join.","A message that acknowledges and reinforces an already positive experience, encouraging the person to keep going without implying anything is wrong.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely rewarding moment.,This is a good sign that things are on the right track. Take a moment to actually notice it before moving to the next task.,0.0715413825323879,0.013674075402642604,0.1371114961497411
v041,oracle,anger,autonomy,anger,autonomy,loss_of_autonomy,I was never consulted before my course was moved to a time slot that conflicts with my research commitments.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely frustrating situation to be in.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.013992239652032059,0.06834511689865955
v042,oracle,anger,autonomy,anger,autonomy,workload_overload,The department keeps approving more electives without adding a single additional teaching slot to cover them.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely frustrating situation to be in.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.013992239652032059,0.06834511689865955
v043,oracle,anger,autonomy,anger,autonomy,administrative_pressure,"My request for a teaching assistant was denied again, while administrative staff got two new hires this year.","A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's understandable to feel angry about this.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.0,0.07566953730489784
v044,oracle,anger,autonomy,anger,autonomy,administrative_pressure,I am required to attend a full day of mandatory training that covers material I already teach myself.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely frustrating situation to be in.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.013992239652032059,0.07566953730489784
v045,oracle,anger,autonomy,anger,autonomy,administrative_pressure,The committee changed my course's accreditation requirements after the semester had already started.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely frustrating situation to be in.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.013992239652032059,0.06834511689865955
v046,oracle,anger,autonomy,anger,autonomy,administrative_pressure,I had to redo an entire exam bank because IT switched platforms without warning anyone teaching this term.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's understandable to feel angry about this.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.0,0.07566953730489784
v047,oracle,anger,autonomy,anger,autonomy,loss_of_autonomy,Every proposal I submit to improve the lab gets silently shelved without anyone explaining why.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's understandable to feel angry about this.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.0,0.06834511689865955
v048,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,It bothers me that some colleagues pad their CVs with conference talks they never actually gave.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.012516705589896928,0.06834511689865955
v049,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,Watching a colleague pressure their graduate students to work unpaid weekends under the threat of bad references is hard to ignore.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.012516705589896928,0.07566953730489784
v050,oracle,disgust,autonomy,disgust,autonomy,research_teaching_conflict,I find it troubling how easily some peer reviewers reject papers that compete with their own ongoing research.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.012516705589896928,0.07566953730489784
v051,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,The university happily advertises diversity in its brochures while quietly underfunding the programs that would support it.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's reasonable to feel uneasy about something like that.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.01275700401805933,0.07566953730489784
v052,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,Some faculty openly recycle the same lecture slides for a decade and call it efficient teaching.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's reasonable to feel uneasy about something like that.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.01275700401805933,0.06834511689865955
v053,oracle,disgust,autonomy,disgust,autonomy,administrative_pressure,It is unsettling how quickly a misconduct complaint disappeared once the accused brought in a large research grant.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a really unpleasant situation to deal with.,You may have more room to decide how you approach this than it feels like right now. What would reclaiming a small piece of control look like today?,0.02177995559554562,0.012516705589896928,0.07566953730489784
v054,oracle,disgust,autonomy,disgust,autonomy,lack_of_recognition,I dislike how authorship gets handed out based on seniority rather than who actually did the work.,"A message that supports a sense of choice, control and ownership over one's own work and decisions, rather than feeling controlled or overridden by others.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's reasonable to feel uneasy about something like that.,It sounds like a decision was made without your input. What is one part of this you could still shape on your own terms?,0.02177995559554562,0.01275700401805933,0.06834511689865955
v055,oracle,fear,competence,fear,competence,administrative_pressure,I am afraid that admitting I am struggling with the new curriculum will be held against me at review time.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"It is understandable to worry about being judged. What would count as 'good enough' for you this time, separate from how others might score it?",0.0,0.03339755235464433,0.04333529843776038
v056,oracle,fear,competence,fear,competence,administrative_pressure,I keep worrying that one negative comment from a student could outweigh years of strong evaluations.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"It is understandable to worry about being judged. What would count as 'good enough' for you this time, separate from how others might score it?",0.0,0.02382713169281662,0.04333529843776038
v057,oracle,fear,competence,fear,competence,research_teaching_conflict,The thought of my grant renewal being rejected after years of work makes it hard to sleep some nights.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"It is understandable to worry about being judged. What would count as 'good enough' for you this time, separate from how others might score it?",0.0,0.02382713169281662,0.04333529843776038
v058,oracle,fear,competence,fear,competence,administrative_pressure,I am nervous that switching research directions now will make me look unproductive to the tenure committee.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.02382713169281662,0.013417096186314249
v059,oracle,fear,competence,fear,competence,administrative_pressure,"Every time enrollment numbers are mentioned in a meeting, I worry my course might be the one that gets cut.","A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely worrying thing to be dealing with.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.03339755235464433,0.013417096186314249
v060,oracle,fear,competence,fear,competence,administrative_pressure,I am scared that asking for accommodations for my health condition will quietly affect how I am viewed by leadership.,"A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"It is understandable to worry about being judged. What would count as 'good enough' for you this time, separate from how others might score it?",0.0,0.02382713169281662,0.04333529843776038
v061,oracle,fear,competence,fear,competence,administrative_pressure,"I worry that my accent or non-native English will be used against me in my next evaluation, even unspoken.","A message that supports a sense of being capable, skilled and able to succeed at one's tasks, reducing fear of failure or negative judgment.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",It's natural to feel anxious in a situation like this.,"Feeling uncertain before a high-stakes moment is common, even for very experienced people. What is one thing you already know you do well here?",0.0,0.02382713169281662,0.013417096186314249
v062,oracle,sadness,relatedness,sadness,relatedness,lack_of_recognition,"Nobody from the department reached out after my research grant was rejected, even though everyone knew how much work went into it.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely sad situation to be in.,"Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013904628650238341,0.045983394722176184
v063,oracle,sadness,relatedness,sadness,relatedness,loss_of_autonomy,"I used to be invited to curriculum planning meetings, and now I just hear about decisions after they are made.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!","It sounds like that's been a difficult, disheartening experience.","It sounds like this has felt isolating. Is there one colleague you could reach out to this week, even briefly?",0.0,0.013770975211203282,0.0
v064,oracle,sadness,relatedness,sadness,relatedness,isolation,"It is disheartening that after relocating my whole life for this position, almost no one has asked how the transition has been.","A message that supports a sense of connection, belonging and being seen by colleagues, reducing isolation and lack of recognition.","Thank you for sharing how things are going. Keep up the great work, you are doing fine!",That sounds like a genuinely sad situation to be in.,"Your work seems to be going unnoticed right now, and that is worth naming. Who would you want to know about it?",0.0,0.013904628650238341,0.045983394722176184
